Fri Oct 12 00:25:52 EDT 2018
processing ./loginutils/passwd.c
cli_file /mnt/scratch/paul/varbugs/output/busybox_1_28_0/535.config/loginutils/passwd.c.cli
Checking klibc-utils/nuke.c: ENABLE_FEATURE_PS_ADDITIONAL_COLUMNS...
Checking klibc-utils/nuke.c: ENABLE_FEATURE_SHADOWPASSWDS...
Checking klibc-utils/nuke.c: ENABLE_FEATURE_SHADOWPASSWDS;ENABLE_USE_BB_SHADOW...
Checking klibc-utils/nuke.c: ENABLE_FEATURE_TOPMEM...
Checking klibc-utils/nuke.c: ENABLE_FEATURE_TOP_SMP_PROCESS...
Checking klibc-utils/nuke.c: ENABLE_FEATURE_UTMP...
Checking klibc-utils/nuke.c: ENABLE_FEATURE_UTMP;_PATH_UTMP...
Checking klibc-utils/nuke.c: ENABLE_FEATURE_UTMP;__UCLIBC_HAS_UTMPX__;__UCLIBC__...
Checking klibc-utils/nuke.c: ENABLE_FEATURE_UTMP;__UCLIBC__...
Checking klibc-utils/nuke.c: ENABLE_IOCTL_HEX2STR_ERROR...
Checking klibc-utils/nuke.c: ENABLE_LFS...
Checking klibc-utils/nuke.c: ENABLE_LOCALE_SUPPORT...
Checking klibc-utils/nuke.c: ENABLE_LONG_OPTS...
Checking klibc-utils/nuke.c: ENABLE_ROUTE...
Checking klibc-utils/nuke.c: ENABLE_SELINUX...
Checking klibc-utils/nuke.c: ENABLE_USE_BB_PWD_GRP...
Checking klibc-utils/nuke.c: HAVE_MNTENT_H...
Checking klibc-utils/nuke.c: HAVE_PRINTF_PERCENTM...
Checking klibc-utils/nuke.c: HAVE_SYS_STATFS_H...
Checking klibc-utils/nuke.c: HAVE_UNLOCKED_LINE_OPS...
Checking klibc-utils/nuke.c: HAVE_UNLOCKED_STDIO...
Checking klibc-utils/nuke.c: TASK_COMM_LEN...
Checking klibc-utils/nuke.c: UINT_MAX=0xffffffff...
Checking klibc-utils/nuke.c: UNUSED_FOR_NOW...
Checking klibc-utils/nuke.c: WANT_PIDFILE...
Checking klibc-utils/nuke.c: _BYTE_ORDER...
Checking klibc-utils/nuke.c: _NEWLIB_VERSION;__BIONIC__;__GLIBC__;__UCLIBC__;__dietlibc__...
Checking klibc-utils/nuke.c: _SC_ARG_MAX...
Checking klibc-utils/nuke.c: __386__...
Checking klibc-utils/nuke.c: __APPLE__...
Checking klibc-utils/nuke.c: __APPLE__;__FreeBSD__;__NetBSD__;__OpenBSD__...
Checking klibc-utils/nuke.c: __APPLE__;__NetBSD__;__OpenBSD__;__digital__;__unix__...
Checking klibc-utils/nuke.c: __BYTE_ORDER...
Checking klibc-utils/nuke.c: __CYGWIN__...
Checking klibc-utils/nuke.c: __FreeBSD__...
Checking klibc-utils/nuke.c: __FreeBSD__;__OpenBSD__...
Checking klibc-utils/nuke.c: __FreeBSD_kernel__...
Checking klibc-utils/nuke.c: __GLIBC__...
Checking klibc-utils/nuke.c: __GNUC_MINOR__;__GNUC__...
Checking klibc-utils/nuke.c: __GNU__...
Checking klibc-utils/nuke.c: __NetBSD__...
Checking klibc-utils/nuke.c: __STDC_VERSION__...
Checking klibc-utils/nuke.c: __UCLIBC__...
Checking klibc-utils/nuke.c: __WATCOMC__...
Checking klibc-utils/nuke.c: __cris__;__mips__;__x86_64__;i386...
Checking klibc-utils/nuke.c: __dietlibc__...
Checking klibc-utils/nuke.c: __digital__;__unix__...
Checking klibc-utils/nuke.c: __linux__...
Checking klibc-utils/nuke.c: __powerpc__;__x86_64__;i386...
Checking klibc-utils/nuke.c: i386...
processing ./archival/ar.c
cli_file /mnt/scratch/paul/varbugs/output/busybox_1_28_0/9.config/archival/ar.c.cli
Checking archival/ar.c ...
Checking archival/ar.c: AF_NETLINK...
Checking archival/ar.c: AF_PACKET...
Checking archival/ar.c: ANDROID;__ANDROID__...
Checking archival/ar.c: ARG_MAX...
Checking archival/ar.c: BB_BIG_ENDIAN...
Checking archival/ar.c: BB_MMU...
Checking archival/ar.c: BYTE_ORDER...
Checking archival/ar.c: CONFIG_FEATURE_EDITING_HISTORY;ENABLE_FEATURE_EDITING...
Checking archival/ar.c: DMALLOC...
Checking archival/ar.c: ENABLE_DESKTOP...
Checking archival/ar.c: ENABLE_FEATURE_AR_CREATE...
Checking archival/ar.c: ENABLE_FEATURE_BUFFERS_GO_IN_BSS...
Checking archival/ar.c: ENABLE_FEATURE_BUFFERS_GO_ON_STACK...
Checking archival/ar.c: ENABLE_FEATURE_CHECK_NAMES...
Checking archival/ar.c: ENABLE_FEATURE_DEVFS...
Checking archival/ar.c: ENABLE_FEATURE_EDITING...
Checking archival/ar.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVEHISTORY...
Checking archival/ar.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVE_ON_EXIT...
Checking archival/ar.c: ENABLE_FEATURE_HWIB...
Checking archival/ar.c: ENABLE_FEATURE_INDIVIDUAL...
Checking archival/ar.c: ENABLE_FEATURE_IPV6...
Checking archival/ar.c: ENABLE_FEATURE_PREFER_APPLETS...
Checking archival/ar.c: ENABLE_FEATURE_PS_ADDITIONAL_COLUMNS...
Checking archival/ar.c: ENABLE_FEATURE_SHADOWPASSWDS...
Checking archival/ar.c: ENABLE_FEATURE_SHADOWPASSWDS;ENABLE_USE_BB_SHADOW...
Checking archival/ar.c: ENABLE_FEATURE_TAR_GNU_EXTENSIONS...
Checking archival/ar.c: ENABLE_FEATURE_TAR_LONG_OPTIONS...
Checking archival/ar.c: ENABLE_FEATURE_TAR_SELINUX...
Checking archival/ar.c: ENABLE_FEATURE_TAR_TO_COMMAND...
Checking archival/ar.c: ENABLE_FEATURE_TAR_UNAME_GNAME...
Checking archival/ar.c: ENABLE_FEATURE_TOPMEM...
Checking archival/ar.c: ENABLE_FEATURE_TOP_SMP_PROCESS...
Checking archival/ar.c: ENABLE_FEATURE_UTMP...
Checking archival/ar.c: ENABLE_FEATURE_UTMP;_PATH_UTMP...
Checking archival/ar.c: ENABLE_FEATURE_UTMP;__UCLIBC_HAS_UTMPX__;__UCLIBC__...
Checking archival/ar.c: ENABLE_FEATURE_UTMP;__UCLIBC__...
Checking archival/ar.c: ENABLE_IOCTL_HEX2STR_ERROR...
Checking archival/ar.c: ENABLE_LFS...
Checking archival/ar.c: ENABLE_LOCALE_SUPPORT...
Checking archival/ar.c: ENABLE_LONG_OPTS...
Checking archival/ar.c: ENABLE_ROUTE...
Checking archival/ar.c: ENABLE_RPM...
Checking archival/ar.c: ENABLE_SELINUX...
Checking archival/ar.c: ENABLE_USE_BB_PWD_GRP...
Checking archival/ar.c: HAVE_MNTENT_H...
Checking archival/ar.c: HAVE_PRINTF_PERCENTM...
Checking archival/ar.c: HAVE_SYS_STATFS_H...
Checking archival/ar.c: HAVE_UNLOCKED_LINE_OPS...
Checking archival/ar.c: HAVE_UNLOCKED_STDIO...
Checking archival/ar.c: TASK_COMM_LEN...
Checking archival/ar.c: UINT_MAX=0xffffffff...
Checking archival/ar.c: UNUSED_FOR_NOW...
Checking archival/ar.c: WANT_PIDFILE...
Checking archival/ar.c: _BYTE_ORDER...
Checking archival/ar.c: _NEWLIB_VERSION;__BIONIC__;__GLIBC__;__UCLIBC__;__dietlibc__...
Checking archival/ar.c: _SC_ARG_MAX...
Checking archival/ar.c: __386__...
Checking archival/ar.c: __APPLE__...
Checking archival/ar.c: __APPLE__;__FreeBSD__;__NetBSD__;__OpenBSD__...
Checking archival/ar.c: __APPLE__;__NetBSD__;__OpenBSD__;__digital__;__unix__...
Checking archival/ar.c: __BYTE_ORDER...
Checking archival/ar.c: __CYGWIN__...
Checking archival/ar.c: __FreeBSD__...
Checking archival/ar.c: __FreeBSD__;__OpenBSD__...
Checking archival/ar.c: __FreeBSD_kernel__...
Checking archival/ar.c: __GLIBC__...
Checking archival/ar.c: __GNUC_MINOR__;__GNUC__...
Checking archival/ar.c: __GNU__...
Checking archival/ar.c: __NetBSD__...
Checking archival/ar.c: __STDC_VERSION__...
Checking archival/ar.c: __UCLIBC__...
Checking archival/ar.c: __WATCOMC__...
Checking archival/ar.c: __cris__;__mips__;__x86_64__;i386...
Checking archival/ar.c: __dietlibc__...
Checking archival/ar.c: __digital__;__unix__...
Checking archival/ar.c: __linux__...
Checking archival/ar.c: __powerpc__;__x86_64__;i386...
Checking archival/ar.c: i386...
processing ./archival/libarchive/unsafe_symlink_target.c
cli_file /mnt/scratch/paul/varbugs/output/busybox_1_28_0/368.config/archival/libarchive/unsafe_symlink_target.c.cli
Checking archival/libarchive/unsafe_symlink_target.c ...
Checking archival/libarchive/unsafe_symlink_target.c: AF_NETLINK...
Checking archival/libarchive/unsafe_symlink_target.c: AF_PACKET...
Checking archival/libarchive/unsafe_symlink_target.c: ANDROID;__ANDROID__...
Checking archival/libarchive/unsafe_symlink_target.c: ARG_MAX...
Checking archival/libarchive/unsafe_symlink_target.c: BB_BIG_ENDIAN...
Checking archival/libarchive/unsafe_symlink_target.c: BB_MMU...
Checking archival/libarchive/unsafe_symlink_target.c: BYTE_ORDER...
Checking archival/libarchive/unsafe_symlink_target.c: CONFIG_FEATURE_EDITING_HISTORY;ENABLE_FEATURE_EDITING...
Checking archival/libarchive/unsafe_symlink_target.c: DMALLOC...
Checking archival/libarchive/unsafe_symlink_target.c: ENABLE_DESKTOP...
Checking archival/libarchive/unsafe_symlink_target.c: ENABLE_FEATURE_AR_CREATE...
Checking archival/libarchive/unsafe_symlink_target.c: ENABLE_FEATURE_BUFFERS_GO_IN_BSS...
Checking archival/libarchive/unsafe_symlink_target.c: ENABLE_FEATURE_BUFFERS_GO_ON_STACK...
Checking archival/libarchive/unsafe_symlink_target.c: ENABLE_FEATURE_CHECK_NAMES...
Checking archival/libarchive/unsafe_symlink_target.c: ENABLE_FEATURE_DEVFS...
Checking archival/libarchive/unsafe_symlink_target.c: ENABLE_FEATURE_EDITING...
Checking archival/libarchive/unsafe_symlink_target.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVEHISTORY...
Checking archival/libarchive/unsafe_symlink_target.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVE_ON_EXIT...
Checking archival/libarchive/unsafe_symlink_target.c: ENABLE_FEATURE_HWIB...
Checking archival/libarchive/unsafe_symlink_target.c: ENABLE_FEATURE_INDIVIDUAL...
Checking archival/libarchive/unsafe_symlink_target.c: ENABLE_FEATURE_IPV6...
Checking archival/libarchive/unsafe_symlink_target.c: ENABLE_FEATURE_PREFER_APPLETS...
Checking archival/libarchive/unsafe_symlink_target.c: ENABLE_FEATURE_PS_ADDITIONAL_COLUMNS...
Checking archival/libarchive/unsafe_symlink_target.c: ENABLE_FEATURE_SHADOWPASSWDS...
Checking archival/libarchive/unsafe_symlink_target.c: ENABLE_FEATURE_SHADOWPASSWDS;ENABLE_USE_BB_SHADOW...
Checking archival/libarchive/unsafe_symlink_target.c: ENABLE_FEATURE_TAR_GNU_EXTENSIONS...
Checking archival/libarchive/unsafe_symlink_target.c: ENABLE_FEATURE_TAR_LONG_OPTIONS...
Checking archival/libarchive/unsafe_symlink_target.c: ENABLE_FEATURE_TAR_SELINUX...
Checking archival/libarchive/unsafe_symlink_target.c: ENABLE_FEATURE_TAR_TO_COMMAND...
Checking archival/libarchive/unsafe_symlink_target.c: ENABLE_FEATURE_TAR_UNAME_GNAME...
Checking archival/libarchive/unsafe_symlink_target.c: ENABLE_FEATURE_TOPMEM...
Checking archival/libarchive/unsafe_symlink_target.c: ENABLE_FEATURE_TOP_SMP_PROCESS...
Checking archival/libarchive/unsafe_symlink_target.c: ENABLE_FEATURE_UTMP...
Checking archival/libarchive/unsafe_symlink_target.c: ENABLE_FEATURE_UTMP;_PATH_UTMP...
Checking archival/libarchive/unsafe_symlink_target.c: ENABLE_FEATURE_UTMP;__UCLIBC_HAS_UTMPX__;__UCLIBC__...
Checking archival/libarchive/unsafe_symlink_target.c: ENABLE_FEATURE_UTMP;__UCLIBC__...
Checking archival/libarchive/unsafe_symlink_target.c: ENABLE_IOCTL_HEX2STR_ERROR...
Checking archival/libarchive/unsafe_symlink_target.c: ENABLE_LFS...
Checking archival/libarchive/unsafe_symlink_target.c: ENABLE_LOCALE_SUPPORT...
Checking archival/libarchive/unsafe_symlink_target.c: ENABLE_LONG_OPTS...
Checking archival/libarchive/unsafe_symlink_target.c: ENABLE_ROUTE...
Checking archival/libarchive/unsafe_symlink_target.c: ENABLE_RPM...
Checking archival/libarchive/unsafe_symlink_target.c: ENABLE_SELINUX...
Checking archival/libarchive/unsafe_symlink_target.c: ENABLE_USE_BB_PWD_GRP...
Checking archival/libarchive/unsafe_symlink_target.c: HAVE_MNTENT_H...
Checking archival/libarchive/unsafe_symlink_target.c: HAVE_PRINTF_PERCENTM...
Checking archival/libarchive/unsafe_symlink_target.c: HAVE_SYS_STATFS_H...
Checking archival/libarchive/unsafe_symlink_target.c: HAVE_UNLOCKED_LINE_OPS...
Checking archival/libarchive/unsafe_symlink_target.c: HAVE_UNLOCKED_STDIO...
Checking archival/libarchive/unsafe_symlink_target.c: TASK_COMM_LEN...
Checking archival/libarchive/unsafe_symlink_target.c: UINT_MAX=0xffffffff...
Checking archival/libarchive/unsafe_symlink_target.c: UNUSED_FOR_NOW...
Checking archival/libarchive/unsafe_symlink_target.c: WANT_PIDFILE...
Checking archival/libarchive/unsafe_symlink_target.c: _BYTE_ORDER...
Checking archival/libarchive/unsafe_symlink_target.c: _NEWLIB_VERSION;__BIONIC__;__GLIBC__;__UCLIBC__;__dietlibc__...
Checking archival/libarchive/unsafe_symlink_target.c: _SC_ARG_MAX...
Checking archival/libarchive/unsafe_symlink_target.c: __386__...
Checking archival/libarchive/unsafe_symlink_target.c: __APPLE__...
Checking archival/libarchive/unsafe_symlink_target.c: __APPLE__;__FreeBSD__;__NetBSD__;__OpenBSD__...
Checking archival/libarchive/unsafe_symlink_target.c: __APPLE__;__NetBSD__;__OpenBSD__;__digital__;__unix__...
Checking archival/libarchive/unsafe_symlink_target.c: __BYTE_ORDER...
Checking archival/libarchive/unsafe_symlink_target.c: __CYGWIN__...
Checking archival/libarchive/unsafe_symlink_target.c: __FreeBSD__...
Checking archival/libarchive/unsafe_symlink_target.c: __FreeBSD__;__OpenBSD__...
Checking archival/libarchive/unsafe_symlink_target.c: __FreeBSD_kernel__...
Checking archival/libarchive/unsafe_symlink_target.c: __GLIBC__...
Checking archival/libarchive/unsafe_symlink_target.c: __GNUC_MINOR__;__GNUC__...
Checking archival/libarchive/unsafe_symlink_target.c: __GNU__...
Checking archival/libarchive/unsafe_symlink_target.c: __NetBSD__...
Checking archival/libarchive/unsafe_symlink_target.c: __STDC_VERSION__...
Checking archival/libarchive/unsafe_symlink_target.c: __UCLIBC__...
Checking archival/libarchive/unsafe_symlink_target.c: __WATCOMC__...
Checking archival/libarchive/unsafe_symlink_target.c: __cris__;__mips__;__x86_64__;i386...
Checking archival/libarchive/unsafe_symlink_target.c: __dietlibc__...
Checking archival/libarchive/unsafe_symlink_target.c: __digital__;__unix__...
Checking archival/libarchive/unsafe_symlink_target.c: __linux__...
Checking archival/libarchive/unsafe_symlink_target.c: __powerpc__;__x86_64__;i386...
Checking archival/libarchive/unsafe_symlink_target.c: i386...
processing ./archival/libarchive/find_list_entry.c
cli_file /mnt/scratch/paul/varbugs/output/busybox_1_28_0/368.config/archival/libarchive/find_list_entry.c.cli
Checking archival/libarchive/find_list_entry.c ...
Checking archival/libarchive/find_list_entry.c: AF_NETLINK...
Checking archival/libarchive/find_list_entry.c: AF_PACKET...
Checking archival/libarchive/find_list_entry.c: ANDROID;__ANDROID__...
Checking archival/libarchive/find_list_entry.c: ARG_MAX...
Checking archival/libarchive/find_list_entry.c: BB_BIG_ENDIAN...
Checking archival/libarchive/find_list_entry.c: BB_MMU...
Checking archival/libarchive/find_list_entry.c: BYTE_ORDER...
Checking archival/libarchive/find_list_entry.c: CONFIG_FEATURE_EDITING_HISTORY;ENABLE_FEATURE_EDITING...
Checking archival/libarchive/find_list_entry.c: DMALLOC...
Checking archival/libarchive/find_list_entry.c: ENABLE_DESKTOP...
Checking archival/libarchive/find_list_entry.c: ENABLE_FEATURE_AR_CREATE...
Checking archival/libarchive/find_list_entry.c: ENABLE_FEATURE_BUFFERS_GO_IN_BSS...
Checking archival/libarchive/find_list_entry.c: ENABLE_FEATURE_BUFFERS_GO_ON_STACK...
Checking archival/libarchive/find_list_entry.c: ENABLE_FEATURE_CHECK_NAMES...
Checking archival/libarchive/find_list_entry.c: ENABLE_FEATURE_DEVFS...
Checking archival/libarchive/find_list_entry.c: ENABLE_FEATURE_EDITING...
Checking archival/libarchive/find_list_entry.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVEHISTORY...
Checking archival/libarchive/find_list_entry.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVE_ON_EXIT...
Checking archival/libarchive/find_list_entry.c: ENABLE_FEATURE_HWIB...
Checking archival/libarchive/find_list_entry.c: ENABLE_FEATURE_INDIVIDUAL...
Checking archival/libarchive/find_list_entry.c: ENABLE_FEATURE_IPV6...
Checking archival/libarchive/find_list_entry.c: ENABLE_FEATURE_PREFER_APPLETS...
Checking archival/libarchive/find_list_entry.c: ENABLE_FEATURE_PS_ADDITIONAL_COLUMNS...
Checking archival/libarchive/find_list_entry.c: ENABLE_FEATURE_SHADOWPASSWDS...
Checking archival/libarchive/find_list_entry.c: ENABLE_FEATURE_SHADOWPASSWDS;ENABLE_USE_BB_SHADOW...
Checking archival/libarchive/find_list_entry.c: ENABLE_FEATURE_TAR_GNU_EXTENSIONS...
Checking archival/libarchive/find_list_entry.c: ENABLE_FEATURE_TAR_LONG_OPTIONS...
Checking archival/libarchive/find_list_entry.c: ENABLE_FEATURE_TAR_SELINUX...
Checking archival/libarchive/find_list_entry.c: ENABLE_FEATURE_TAR_TO_COMMAND...
Checking archival/libarchive/find_list_entry.c: ENABLE_FEATURE_TAR_UNAME_GNAME...
Checking archival/libarchive/find_list_entry.c: ENABLE_FEATURE_TOPMEM...
Checking archival/libarchive/find_list_entry.c: ENABLE_FEATURE_TOP_SMP_PROCESS...
Checking archival/libarchive/find_list_entry.c: ENABLE_FEATURE_UTMP...
Checking archival/libarchive/find_list_entry.c: ENABLE_FEATURE_UTMP;_PATH_UTMP...
Checking archival/libarchive/find_list_entry.c: ENABLE_FEATURE_UTMP;__UCLIBC_HAS_UTMPX__;__UCLIBC__...
Checking archival/libarchive/find_list_entry.c: ENABLE_FEATURE_UTMP;__UCLIBC__...
Checking archival/libarchive/find_list_entry.c: ENABLE_IOCTL_HEX2STR_ERROR...
Checking archival/libarchive/find_list_entry.c: ENABLE_LFS...
Checking archival/libarchive/find_list_entry.c: ENABLE_LOCALE_SUPPORT...
Checking archival/libarchive/find_list_entry.c: ENABLE_LONG_OPTS...
Checking archival/libarchive/find_list_entry.c: ENABLE_ROUTE...
Checking archival/libarchive/find_list_entry.c: ENABLE_RPM...
Checking archival/libarchive/find_list_entry.c: ENABLE_SELINUX...
Checking archival/libarchive/find_list_entry.c: ENABLE_USE_BB_PWD_GRP...
Checking archival/libarchive/find_list_entry.c: HAVE_MNTENT_H...
Checking archival/libarchive/find_list_entry.c: HAVE_PRINTF_PERCENTM...
Checking archival/libarchive/find_list_entry.c: HAVE_SYS_STATFS_H...
Checking archival/libarchive/find_list_entry.c: HAVE_UNLOCKED_LINE_OPS...
Checking archival/libarchive/find_list_entry.c: HAVE_UNLOCKED_STDIO...
Checking archival/libarchive/find_list_entry.c: TASK_COMM_LEN...
Checking archival/libarchive/find_list_entry.c: UINT_MAX=0xffffffff...
Checking archival/libarchive/find_list_entry.c: UNUSED_FOR_NOW...
Checking archival/libarchive/find_list_entry.c: WANT_PIDFILE...
Checking archival/libarchive/find_list_entry.c: _BYTE_ORDER...
Checking archival/libarchive/find_list_entry.c: _NEWLIB_VERSION;__BIONIC__;__GLIBC__;__UCLIBC__;__dietlibc__...
Checking archival/libarchive/find_list_entry.c: _SC_ARG_MAX...
Checking archival/libarchive/find_list_entry.c: __386__...
Checking archival/libarchive/find_list_entry.c: __APPLE__...
Checking archival/libarchive/find_list_entry.c: __APPLE__;__FreeBSD__;__NetBSD__;__OpenBSD__...
Checking archival/libarchive/find_list_entry.c: __APPLE__;__NetBSD__;__OpenBSD__;__digital__;__unix__...
Checking archival/libarchive/find_list_entry.c: __BYTE_ORDER...
Checking archival/libarchive/find_list_entry.c: __CYGWIN__...
Checking archival/libarchive/find_list_entry.c: __FreeBSD__...
Checking archival/libarchive/find_list_entry.c: __FreeBSD__;__OpenBSD__...
Checking archival/libarchive/find_list_entry.c: __FreeBSD_kernel__...
Checking archival/libarchive/find_list_entry.c: __GLIBC__...
Checking archival/libarchive/find_list_entry.c: __GNUC_MINOR__;__GNUC__...
Checking archival/libarchive/find_list_entry.c: __GNU__...
Checking archival/libarchive/find_list_entry.c: __NetBSD__...
Checking archival/libarchive/find_list_entry.c: __STDC_VERSION__...
Checking archival/libarchive/find_list_entry.c: __UCLIBC__...
Checking archival/libarchive/find_list_entry.c: __WATCOMC__...
Checking archival/libarchive/find_list_entry.c: __cris__;__mips__;__x86_64__;i386...
Checking archival/libarchive/find_list_entry.c: __dietlibc__...
Checking archival/libarchive/find_list_entry.c: __digital__;__unix__...
Checking archival/libarchive/find_list_entry.c: __linux__...
Checking archival/libarchive/find_list_entry.c: __powerpc__;__x86_64__;i386...
Checking archival/libarchive/find_list_entry.c: i386...
processing ./archival/libarchive/lzo1x_9x.c
cli_file /mnt/scratch/paul/varbugs/output/busybox_1_28_0/368.config/archival/libarchive/lzo1x_9x.c.cli
Checking archival/libarchive/lzo1x_9x.c ...
Checking archival/libarchive/lzo1x_9x.c: AF_NETLINK...
Checking archival/libarchive/lzo1x_9x.c: AF_PACKET...
Checking archival/libarchive/lzo1x_9x.c: ANDROID;__ANDROID__...
Checking archival/libarchive/lzo1x_9x.c: ARG_MAX...
Checking archival/libarchive/lzo1x_9x.c: BB_MMU...
Checking archival/libarchive/lzo1x_9x.c: BYTE_ORDER...
Checking archival/libarchive/lzo1x_9x.c: CONFIG_FEATURE_EDITING_HISTORY;ENABLE_FEATURE_EDITING...
Checking archival/libarchive/lzo1x_9x.c: DMALLOC...
Checking archival/libarchive/lzo1x_9x.c: ENABLE_DESKTOP...
Checking archival/libarchive/lzo1x_9x.c: ENABLE_FEATURE_BUFFERS_GO_IN_BSS...
Checking archival/libarchive/lzo1x_9x.c: ENABLE_FEATURE_BUFFERS_GO_ON_STACK...
Checking archival/libarchive/lzo1x_9x.c: ENABLE_FEATURE_CHECK_NAMES...
Checking archival/libarchive/lzo1x_9x.c: ENABLE_FEATURE_DEVFS...
Checking archival/libarchive/lzo1x_9x.c: ENABLE_FEATURE_EDITING...
Checking archival/libarchive/lzo1x_9x.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVEHISTORY...
Checking archival/libarchive/lzo1x_9x.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVE_ON_EXIT...
Checking archival/libarchive/lzo1x_9x.c: ENABLE_FEATURE_HWIB...
Checking archival/libarchive/lzo1x_9x.c: ENABLE_FEATURE_INDIVIDUAL...
Checking archival/libarchive/lzo1x_9x.c: ENABLE_FEATURE_IPV6...
Checking archival/libarchive/lzo1x_9x.c: ENABLE_FEATURE_PREFER_APPLETS...
Checking archival/libarchive/lzo1x_9x.c: ENABLE_FEATURE_PS_ADDITIONAL_COLUMNS...
Checking archival/libarchive/lzo1x_9x.c: ENABLE_FEATURE_SHADOWPASSWDS...
Checking archival/libarchive/lzo1x_9x.c: ENABLE_FEATURE_SHADOWPASSWDS;ENABLE_USE_BB_SHADOW...
Checking archival/libarchive/lzo1x_9x.c: ENABLE_FEATURE_TOPMEM...
Checking archival/libarchive/lzo1x_9x.c: ENABLE_FEATURE_TOP_SMP_PROCESS...
Checking archival/libarchive/lzo1x_9x.c: ENABLE_FEATURE_UTMP...
Checking archival/libarchive/lzo1x_9x.c: ENABLE_FEATURE_UTMP;_PATH_UTMP...
Checking archival/libarchive/lzo1x_9x.c: ENABLE_FEATURE_UTMP;__UCLIBC_HAS_UTMPX__;__UCLIBC__...
Checking archival/libarchive/lzo1x_9x.c: ENABLE_FEATURE_UTMP;__UCLIBC__...
Checking archival/libarchive/lzo1x_9x.c: ENABLE_IOCTL_HEX2STR_ERROR...
Checking archival/libarchive/lzo1x_9x.c: ENABLE_LFS...
Checking archival/libarchive/lzo1x_9x.c: ENABLE_LOCALE_SUPPORT...
Checking archival/libarchive/lzo1x_9x.c: ENABLE_LONG_OPTS...
Checking archival/libarchive/lzo1x_9x.c: ENABLE_ROUTE...
Checking archival/libarchive/lzo1x_9x.c: ENABLE_SELINUX...
Checking archival/libarchive/lzo1x_9x.c: ENABLE_USE_BB_PWD_GRP...
Checking archival/libarchive/lzo1x_9x.c: HAVE_MNTENT_H...
Checking archival/libarchive/lzo1x_9x.c: HAVE_PRINTF_PERCENTM...
Checking archival/libarchive/lzo1x_9x.c: HAVE_SYS_STATFS_H...
Checking archival/libarchive/lzo1x_9x.c: HAVE_UNLOCKED_LINE_OPS...
Checking archival/libarchive/lzo1x_9x.c: HAVE_UNLOCKED_STDIO...
Checking archival/libarchive/lzo1x_9x.c: LZO_EOF_CODE...
Checking archival/libarchive/lzo1x_9x.c: TASK_COMM_LEN...
Checking archival/libarchive/lzo1x_9x.c: UINT_MAX=0xffffffff...
Checking archival/libarchive/lzo1x_9x.c: UNUSED_FOR_NOW...
Checking archival/libarchive/lzo1x_9x.c: WANT_PIDFILE...
Checking archival/libarchive/lzo1x_9x.c: _BYTE_ORDER...
Checking archival/libarchive/lzo1x_9x.c: _NEWLIB_VERSION;__BIONIC__;__GLIBC__;__UCLIBC__;__dietlibc__...
Checking archival/libarchive/lzo1x_9x.c: _SC_ARG_MAX...
Checking archival/libarchive/lzo1x_9x.c: __386__...
Checking archival/libarchive/lzo1x_9x.c: __APPLE__...
Checking archival/libarchive/lzo1x_9x.c: __APPLE__;__FreeBSD__;__NetBSD__;__OpenBSD__...
Checking archival/libarchive/lzo1x_9x.c: __APPLE__;__NetBSD__;__OpenBSD__;__digital__;__unix__...
Checking archival/libarchive/lzo1x_9x.c: __BYTE_ORDER...
Checking archival/libarchive/lzo1x_9x.c: __CYGWIN__...
Checking archival/libarchive/lzo1x_9x.c: __FreeBSD__...
Checking archival/libarchive/lzo1x_9x.c: __FreeBSD__;__OpenBSD__...
Checking archival/libarchive/lzo1x_9x.c: __FreeBSD_kernel__...
Checking archival/libarchive/lzo1x_9x.c: __GLIBC__...
Checking archival/libarchive/lzo1x_9x.c: __GNUC_MINOR__;__GNUC__...
Checking archival/libarchive/lzo1x_9x.c: __GNU__...
Checking archival/libarchive/lzo1x_9x.c: __NetBSD__...
Checking archival/libarchive/lzo1x_9x.c: __STDC_VERSION__...
Checking archival/libarchive/lzo1x_9x.c: __UCLIBC__...
Checking archival/libarchive/lzo1x_9x.c: __WATCOMC__...
Checking archival/libarchive/lzo1x_9x.c: __cris__;__mips__;__x86_64__;i386...
Checking archival/libarchive/lzo1x_9x.c: __dietlibc__...
Checking archival/libarchive/lzo1x_9x.c: __digital__;__unix__...
Checking archival/libarchive/lzo1x_9x.c: __linux__...
Checking archival/libarchive/lzo1x_9x.c: __powerpc__;__x86_64__;i386...
Checking archival/libarchive/lzo1x_9x.c: i386...
